0.000149622,0.000126678,0.000106948,9.88279e-05,0.00010427,0.000130348,0.000156576,0.000146545,0.000127287,0.00013226,0.000124209,0.000113944
0.000301318,0.000225947,0.000207104,0.000236816,0.000243226,0.000301608,0.000274016,0.000293229,0.000273769,0.000361093,0.000331592,0.000149304
0.000263573,0.000280578,0.000267311,0.000184122,0.000190009,0.000284051,0.00034445,0.000299397,0.000509957,0.000306253,0.000137058,0.000274669
0.000224924,0.00018939,0.000291664,0.000286377,0.000286653,0.000238665,0.000189962,0.000266827,0.000393439,0.00042514,0.000281354,0.000277304
0.000206993,0.000187837,0.000182801,0.000288952,0.000310356,0.000255241,0.000329998,0.000338516,0.000399827,0.000406371,0.000257936,0.00018497
0.000150804,0.000253692,0.000297811,0.000258127,0.000173209,0.000317214,0.000348256,0.000146017,0.000376939,0.000398064,0.000226674,0.000202348
0.000294359,0.000244315,0.000288719,0.000205209,0.000222054,0.000253452,0.00029034,0.000268446,0.000473134,0.000468222,0.000364231,0.000227723
0.000242637,0.000260203,0.000243894,0.000235626,0.000195225,0.000257762,0.0001569,0.000271094,0.000352385,0.000397059,0.000328928,0.00022713
0.000239294,0.000243941,0.000140137,0.000215306,0.000226888,0.000140409,0.000208644,0.000242786,0.000193235,0.000252265,0.000328846,0.000277155
0.000213256,0.000245613,0.000194435,0.000219342,0.000274709,0.000249503,0.000165994,0.000198713,0.000216266,0.00018862,0.00017331,0.00026483
0.000202814,0.000309203,0.000339607,0.000254121,0.000364161,0.000382926,0.000298289,0.000247076,0.000270334,0.000250181,0.000271587,0.000223052
0.000264791,0.000136723,0.000151091,0.000229308,0.000233125,0.000324455,0.000289085,0.000197714,0.000259074,0.00038066,0.000238325,0.000346579
0.000244798,0.000199249,0.000260379,0.000343441,0.000287679,0.000308424,0.000268827,0.000251756,0.000191695,0.000308958,0.00033274,0.000326502
0.000227326,0.000306602,0.000239115,0.000311439,0.000325031,0.000427041,0.000471877,0.000385074,0.000261663,0.000179008,0.000246285,0.000219268
0.000221859,0.000368835,0.000368796,0.000219312,0.000197908,0.000220979,0.000294163,0.000384017,0.000456211,0.000406273,0.000406602,0.000291282
0.000216654,0.00027675,0.000301057,0.000289824,0.00022889,0.00019381,0.000209556,0.000174596,0.000248235,0.000257622,0.000402967,0.000289934
0.000184195,0.000195432,0.000207682,0.000227013,0.000138789,0.000221305,0.000304693,0.000317272,0.000350235,0.0004037,0.00041074,0.000239143
0.000179203,0.000194783,0.000238204,0.000176151,0.000183437,0.000274324,0.000284821,0.000242404,0.000274242,0.000237875,0.000208726,0.000231298
0.000172951,0.000195266,0.000211967,0.000275528,0.000245501,0.000250994,0.000314804,0.000279881,0.000237352,0.000216376,0.000303357,0.000260198
0.000144546,0.000207227,8.96163e-05,0.000134909,0.000153606,0.000172317,0.000208141,0.000265144,0.000213542,0.000142736,0.000117723,0.000104852
0.000195584,0.000149294,0.000225814,0.0002605,0.000167339,0.000178281,0.000209639,0.000128981,0.000241497,0.000263195,0.000224929,0.000214685
0.000536868,0.000356547,0.000519629,0.000449302,0.000326957,0.000382279,0.000197513,0.000422289,0.000429527,0.000558698,0.000614111,0.000345751
0.00481314,0.00504128,0.00863041,0.0125302,0.0106648,0.0269767,0.02334,0.00798171,0.00613893,0.00479073,0.00522916,0.00724651
0.00814859,0.0040163,0.00416614,0.00747321,0.0131288,0.0304138,0.0126542,0.00573707,0.00641251,0.0101407,0.00558749,0.00549488
0.00502418,0.00434637,0.00339709,0.00455012,0.0177997,0.035235,0.0156173,0.00842897,0.00611193,0.0102428,0.00668864,0.00335648
0.0104901,0.00594254,0.00349007,0.00504661,0.0226245,0.0528525,0.0289689,0.0110795,0.0090989,0.00905665,0.00463855,0.00859564
0.00805472,0.00545993,0.00358006,0.0055577,0.0198703,0.0466613,0.023555,0.00542265,0.00564424,0.00747771,0.00525675,0.00532183
0.00752108,0.00400681,0.00254242,0.00368161,0.0198212,0.0405455,0.0187646,0.00404063,0.00423955,0.0036995,0.00349745,0.00476064
0.00734716,0.0045383,0.00237431,0.00263771,0.0204402,0.046454,0.0231432,0.00314296,0.00296887,0.00326367,0.0016862,0.00366767
0.00845206,0.00430311,0.00295742,0.00246501,0.0175372,0.0453985,0.0213426,0.00382198,0.00312407,0.00364599,0.00250301,0.00440551
0.0118055,0.00583671,0.00427424,0.00693897,0.0291147,0.055138,0.0248088,0.00741017,0.00726453,0.00725814,0.00478961,0.00724658
0.00729022,0.00345523,0.00257003,0.00387684,0.0248137,0.0580924,0.0313033,0.00505561,0.00602552,0.00782806,0.00410146,0.00373415
0.00841684,0.00565796,0.00437331,0.00613141,0.0267412,0.0568753,0.0244111,0.00541961,0.00442866,0.00625278,0.00418013,0.00517188
0.0182703,0.00973854,0.00600045,0.00991497,0.0287632,0.0627447,0.0318733,0.00974204,0.0101013,0.0131321,0.00769457,0.00995947
0.0143489,0.00872369,0.00439995,0.00580291,0.0250043,0.0615855,0.031506,0.00454108,0.00962507,0.0186414,0.0105153,0.00639837
0.013619,0.00884579,0.00493312,0.00487876,0.0293399,0.0651932,0.0377874,0.00744114,0.0108437,0.0128385,0.0054085,0.00548413
0.00831472,0.00841441,0.00560994,0.00759261,0.0312383,0.0639187,0.0316938,0.00664893,0.00600568,0.0128126,0.00949709,0.0071729
0.0127579,0.00720118,0.00587446,0.00763333,0.0178546,0.0491227,0.0257493,0.00359309,0.00691493,0.0131408,0.00699301,0.0076754
0.010998,0.0114882,0.00823466,0.0129468,0.0217689,0.0673663,0.0489193,0.0143472,0.00992839,0.0141305,0.00589642,0.0063457
0.0187619,0.0101615,0.00661452,0.00990917,0.0366727,0.0774997,0.0334524,0.0100936,0.0115127,0.0179948,0.00934703,0.0105392
0.0112902,0.00663261,0.00549217,0.00497828,0.0278398,0.0715741,0.0389022,0.00755519,0.00626283,0.0118367,0.00878416,0.00718612
0.005134,0.00352027,0.00434723,0.00779787,0.0273504,0.0724962,0.0407172,0.012813,0.00843442,0.0101624,0.00557124,0.00531332
0.00744654,0.00668086,0.00930865,0.0118953,0.0267572,0.0786088,0.0443696,0.0104409,0.00703866,0.00892963,0.00692455,0.00936352
0.0108323,0.005228,0.00492993,0.00782362,0.0278842,0.0670307,0.0341683,0.00421778,0.00673148,0.00996616,0.0058961,0.00783019
