-21.2524,2.62011,0.570301,0.301907,-0.135927,0.163552,0.357124,0.443367,0.28213,0.0873891,0.062687,-0.00745884,-0.0256297,0.091172,0.201305,0.0983466,0.317073,0.0165589,-0.0764632,-0.372729
-17.9948,2.23274,0.489942,0.211232,-0.0144978,0.588448,0.379773,0.349432,0.207192,0.00405454,0.0793101,0.0411515,-0.00485243,0.0355967,0.145061,0.0693734,0.193704,-0.174143,-0.152973,-0.0727629
-18.2237,2.24542,0.423231,0.524988,0.0588763,0.125888,0.375035,0.424638,0.280046,0.0683991,0.0441211,0.0441647,0.00643228,0.0482364,0.00354821,0.031337,0.0119066,-0.0871022,-0.206022,0.0204156
-18.2193,2.36707,0.377375,0.402357,0.13612,0.0570285,0.46124,0.387998,-0.00767903,0.121871,0.134431,-0.0519614,-0.164931,0.111575,-0.0399955,0.118097,0.149321,0.313836,-0.0777838,-0.0123737
-17.8168,1.95008,0.221151,0.509961,0.047968,0.261336,0.836871,0.29696,0.0442452,-0.124662,0.0697583,-0.0710347,0.00803741,0.093839,0.12572,-0.0236411,0.107327,0.120708,-0.0359019,0.0467736
-17.9981,2.63879,0.397227,0.229976,-0.0637055,0.596657,0.751918,0.307031,-0.0117454,0.00710311,0.151361,0.0544062,-0.0795444,0.00809832,0.09822,-0.00505383,-0.0214437,0.0030952,0.0428483,-0.167462
-18.2425,2.39591,0.252892,0.254819,0.578069,0.280881,0.246001,0.298281,0.0374883,0.0674083,0.122417,0.32963,0.138287,0.135944,0.050164,0.00706979,-0.148622,-0.135561,0.0938289,-0.0489709
-17.3785,2.0141,0.0227003,0.409443,0.194451,0.13423,0.19903,0.390888,0.215515,-0.0485621,0.150211,-0.0559923,-0.154406,0.000558485,0.128705,0.235705,-0.0770217,-0.42092,-0.151414,-0.0840383
-17.9627,2.24279,0.328227,0.40053,0.299649,0.0231136,0.27193,0.440236,0.0957783,0.0207809,0.0263719,-0.145017,-0.279437,-0.204736,-0.00849834,0.0925198,-0.095027,-0.113061,0.0268065,0.078212
-18.0408,2.07853,0.314231,0.291355,0.119461,0.372117,0.26087,0.516898,0.304089,0.102634,-0.0891409,-0.219266,-0.0697799,-0.0547598,0.183227,0.108724,0.0297139,0.118186,0.0661901,0.0496559
-18.3385,2.1945,0.185264,0.229272,0.464903,0.455678,0.470215,0.567441,0.264989,-0.0653765,-0.0576499,-0.10642,-0.0812815,0.0911321,-0.113632,-0.0911461,-0.08601,-0.132899,-0.27317,0.134519
-18.0884,2.32171,0.387254,0.240843,0.169697,0.220012,0.542219,0.517306,0.309407,0.0171427,-0.000389059,-0.0214334,0.0441457,0.0183759,0.138001,0.197104,-0.0184821,-0.233924,-0.166681,-0.0354741
-17.9149,2.48299,0.503017,0.659822,0.536588,0.417551,0.125573,0.0710662,0.0490416,0.104346,-0.116274,-0.118268,0.0023268,0.0999882,0.0151538,-0.00307129,-0.0896109,-0.171588,-0.1688,-0.0399991
-18.4846,2.34899,0.731442,0.274424,0.0670042,0.250222,0.258297,0.22861,-0.0573822,-0.0435922,-0.207399,-0.198179,-0.371393,-0.210556,-0.228354,-0.0314642,-0.2245,-0.0629122,-0.0617188,0.00645106
-18.0886,2.4125,0.596612,0.17538,0.269683,0.461809,0.369702,0.444057,0.453185,0.0999979,0.0202849,0.0498127,-0.0196273,0.0682435,-0.0534321,-0.0130877,-0.0525956,-0.172444,-0.0536083,-0.107289
-18.3937,2.08024,0.415535,0.374311,0.0686904,0.0406176,0.521383,0.5901,0.0933896,-0.247523,-0.0801937,0.10385,-0.0158783,-0.068256,-0.1168,-0.0626784,-0.137057,0.0791646,0.177948,0.194478
-18.4596,1.96804,0.417755,0.376542,0.356799,0.503387,0.749817,0.471395,-0.0811987,-0.221446,-0.112609,0.0702725,-0.327973,0.0368152,-0.0747948,-0.248335,-0.153992,-0.0827959,0.0365364,-0.113037
-17.9985,2.50678,0.267313,0.118628,0.270925,0.14098,0.230344,0.195928,0.189811,-0.16371,-0.15765,-0.147017,-0.159307,0.0334761,-0.096501,-0.171622,-0.244771,0.0386736,0.0724129,0.00918854
-18.4536,1.87366,0.558756,0.431149,0.240073,0.161334,0.508351,0.460076,0.250366,0.193941,-0.0578435,-0.231079,-0.0873123,0.0256156,-0.235919,-0.19346,-0.233177,-0.0975754,0.0834239,0.0778497
-17.705,1.98336,0.280329,0.219546,0.118083,0.237043,0.410616,0.536651,0.32884,0.257494,0.0419124,-0.134059,0.0790496,0.132077,0.126591,-0.140323,-0.101584,0.0628257,0.0401687,-0.038419
-17.7935,1.9921,0.56247,0.369588,0.181438,0.416942,0.378852,0.206417,0.141067,0.244937,-0.090155,-0.0549033,-0.0382702,-0.0794088,0.00602554,0.194194,0.12905,-0.0248814,0.0299777,0.274728
-17.7789,1.80825,0.562508,0.358221,0.11961,0.234658,0.466562,0.331976,0.113998,0.0875443,-0.197663,-0.103177,0.0923908,0.052384,0.210422,-0.122462,-0.235538,-0.173384,0.011983,-0.107588
-17.5003,1.68249,0.292889,0.128397,0.422665,0.361975,0.333074,0.272464,0.055125,0.143603,-0.131678,0.222298,0.113371,0.146831,0.0203912,-0.305084,-0.224382,0.0283092,-0.118822,-0.0229826
-17.2665,1.83257,0.390186,0.236945,0.248105,0.389519,0.275934,0.272644,0.103823,0.0327565,-0.188302,-0.162337,-0.0761968,-0.00834983,0.0729407,-0.270583,-0.115061,-0.155657,0.130098,0.263384
-17.1795,1.66041,0.619155,0.529615,0.238983,0.327639,0.19166,0.312691,0.136944,-0.00656354,-0.105398,-0.135018,-0.039327,0.0786308,0.106127,0.184032,0.0505182,0.0224315,0.133073,-0.129566
-16.8837,1.80611,0.266119,0.279739,0.324576,-0.00181909,0.104786,0.431054,0.194215,0.0497086,-0.0487743,-0.0736481,-0.0486033,-0.0766018,-0.0366369,0.016671,0.0689391,0.017414,0.0101084,-0.120652
-16.6884,1.83147,0.303463,0.494195,0.218397,0.280952,0.225889,0.292089,0.0244862,0.0368819,0.272253,0.012779,-0.0947311,-0.15963,-0.167456,-0.158717,-0.0372976,0.157443,0.0490264,-0.133838
-16.6325,1.72032,0.385847,0.409345,0.131589,-0.0575603,0.0557758,0.305077,-0.128694,0.0707533,0.237536,0.159205,-0.0829846,-0.157379,-0.0312772,-0.326778,-0.275472,0.0254879,0.0295693,-0.0144458
-16.8769,1.95665,0.0315416,0.471491,0.170474,-0.0530191,0.155841,0.509941,0.284483,0.279553,0.288494,0.0300993,-0.0165638,0.0610504,0.294683,0.10558,-0.160922,-0.24881,0.00784929,-0.153085
-17.0889,1.86661,0.134138,0.483727,0.154775,-0.462807,-0.134448,0.258624,0.0155451,-0.0570012,-0.00621232,0.164377,0.0872452,0.0377769,-0.0823138,-0.195437,-0.0756962,0.158799,0.0137721,-0.220738
-17.6734,2.10811,0.0444932,0.449662,0.262836,0.200989,0.568498,0.44036,0.0274609,-0.0536021,0.0907097,0.214598,-0.353222,0.0860273,-0.0430795,-0.215113,-0.233299,0.0586984,0.0971173,-0.0394773
-17.753,2.1315,0.186244,0.590399,0.0945893,-0.0464517,0.30695,0.58307,0.25612,-0.191496,-0.0565965,-0.0178818,-0.283734,-0.289688,-0.160708,0.0824526,-0.0100374,0.127353,0.212454,-0.221072
-17.9285,2.16774,0.3388,0.450363,0.217683,0.360927,0.474795,0.495483,0.042023,0.00230391,0.0455375,-0.285812,-0.15928,0.163008,0.0808101,0.04008,-0.0413995,-0.172818,0.0506291,0.0894726
-18.1006,2.16637,0.268084,0.751521,0.145982,0.161656,0.361851,0.53344,0.102663,0.000576726,-0.225806,-0.232836,-0.0874039,0.158119,0.112136,-0.302664,-0.207244,0.0883376,0.00502593,-0.0443246
-18.181,2.35806,0.327185,0.265565,0.0917453,0.205083,0.0984677,0.59257,0.18415,-0.115018,0.127464,-0.0590226,0.120681,0.0188503,-0.00336241,-0.107055,-0.062383,0.0521758,-0.120053,0.00481766
-18.8444,2.18748,0.306224,0.202205,0.32387,0.338799,0.255967,0.49906,0.107194,0.211867,0.0967696,-0.114791,0.111119,-0.0839901,-0.257619,-0.229969,-0.0616828,-0.166474,0.105179,0.0654988
-18.3689,2.55614,0.289427,0.315427,0.206756,-0.0428144,0.542085,0.425652,0.0491043,0.0978687,-0.219744,0.00667842,0.023826,-0.0434176,0.122947,-0.0311275,0.101465,0.211334,0.0148287,0.0404527
-18.6407,2.24233,0.217443,0.270804,0.146044,0.160032,0.260035,0.533669,0.227568,0.222561,0.0762198,0.0308502,0.215832,0.113767,-0.00672813,-0.0594276,-0.0341406,0.0236421,0.0375728,0.112683
-18.7624,1.8207,0.104887,0.349443,0.02495,0.0999208,0.257167,0.260916,0.334312,0.278962,-0.0795565,0.0661632,0.153203,0.0353111,-0.0440228,0.0866504,0.309135,0.205114,-0.0674337,-0.15968
-18.1607,2.05834,0.0112336,0.447266,0.0471013,0.203191,0.183799,0.426656,0.0140982,0.060392,0.121639,-0.0432626,-0.173938,-0.0755051,-0.186421,0.0417871,0.0658678,0.0404376,0.113577,0.0532289
-18.3519,2.07006,0.187161,0.178013,-0.00344391,0.0551672,0.289105,0.416024,-0.0588256,-0.165092,-0.0922027,-0.132399,0.0520467,0.077802,-0.0692212,-0.040928,-0.0208563,0.0082372,-0.0878397,0.000330699
-18.5052,2.26331,0.489713,0.295087,0.313069,0.537645,0.348773,0.370791,0.205454,0.33429,0.0395365,-0.11034,-0.0894404,0.0148497,0.0628279,-0.142858,-0.0729754,-0.002769,-0.0581488,-0.0901465
-17.3463,3.32299,-0.0770977,-0.396842,0.32412,0.0882544,-0.0152938,0.421577,0.013308,-0.0789721,-0.12503,0.130311,0.0363087,0.150625,0.133073,-0.112608,-0.159649,-0.171134,0.142291,0.153324
-13.5439,4.00814,-0.497993,0.670822,-0.153595,0.202504,-0.109645,-0.525045,-0.0650756,0.121893,-0.290255,-0.204167,-0.36735,-0.360872,-0.416499,-0.396914,0.0550721,0.275889,-0.0240978,0.135368
-9.85361,4.95736,-0.716783,0.898544,-0.268665,-0.11836,0.0606975,0.210684,-0.181715,-0.139857,-0.258596,0.141071,-0.376279,-0.187474,-0.224898,-0.242923,-0.0771448,0.564462,0.0541013,0.120289
-9.53303,4.6156,-0.795638,1.19589,0.00520327,0.0351829,-0.012643,0.0004328,-0.355648,0.121272,-0.33548,-0.00827379,0.0849491,-0.251921,-0.166822,-0.0732091,-0.137939,0.335716,-0.0400449,0.273323
-9.76482,4.31528,-1.0336,0.951949,-0.148208,-0.300647,-0.185352,0.000566178,-0.0291747,0.0650289,-0.490725,-0.223898,-0.0878485,-0.261194,-0.0660351,0.0686988,-0.144655,0.225501,-0.0180335,0.168012
-9.8513,4.33976,-1.14906,1.09335,0.0500679,-0.256104,-0.0832439,0.146626,0.266598,0.0968293,-0.478208,-0.156926,-0.29252,-0.280079,-0.086249,-0.000944388,-0.0682018,0.18927,0.269553,0.326902
